
"dt","job_id","company_id","impression_1d","view_1d","apply_1d","hire_1d","uniq_user_1d"
"2025-12-16",272,97,70,79,82,24,255
"2025-12-04",278,99,87,88,85,49,309
"2025-11-29",386,134,7,11,9,1,28
"2025-11-28",1011,336,28,26,22,6,82
"2025-12-10",475,158,81,75,79,39,274
"2025-12-17",887,294,44,44,42,17,147
"2025-11-27",720,236,59,64,64,20,207
"2025-12-13",113,42,13,12,19,2,46
"2025-12-03",58,22,39,39,35,15,128
"2025-12-04",1423,480,81,78,75,24,258
"2025-11-24",774,255,53,43,41,10,147
"2025-12-20",478,158,91,87,89,51,318
"2025-11-24",68,25,35,29,34,4,102
"2025-12-23",1173,396,59,68,66,42,235
"2025-11-30",221,81,66,63,78,21,228
"2025-12-01",872,289,61,69,78,11,219
"2025-12-09",1318,444,25,36,26,12,99
"2025-12-04",673,222,39,37,46,15,136
"2025-12-12",884,293,52,52,59,22,185
"2025-12-07",480,160,41,40,42,6,129
"2025-12-13",1358,456,48,43,51,23,165
"2025-12-13",1477,498,66,68,66,18,218
"2025-12-16",290,101,96,94,95,30,315
"2025-12-19",737,241,94,97,96,55,342
"2025-12-11",1051,349,75,74,79,49,277
"2025-12-16",560,186,16,17,9,6,48
"2025-12-15",975,323,73,62,66,37,238
"2025-12-18",708,233,92,93,90,40,315
"2025-11-25",318,112,56,46,51,42,195
"2025-12-16",337,117,71,82,73,11,237
"2025-11-24",1310,440,59,54,57,27,197
"2025-12-22",985,326,73,76,78,9,236
"2025-12-02",961,319,41,37,43,14,135
"2025-12-18",734,241,14,16,21,3,54
"2025-12-18",282,100,19,19,30,4,72
"2025-12-19",658,217,63,74,80,35,252
"2025-12-03",1331,448,14,10,10,9,43
"2025-12-17",452,152,26,30,34,10,99
"2025-12-10",171,63,58,68,70,20,216
"2025-11-23",68,25,65,71,66,12,214
"2025-11-23",774,255,47,57,59,20,183
"2025-12-14",1231,412,80,72,77,30,259
"2025-11-30",514,171,62,73,67,21,223
"2025-12-22",1030,341,16,13,18,11,58
"2025-12-17",69,26,54,46,56,23,178
"2025-12-14",152,57,73,80,83,23,259
"2025-12-21",1267,424,46,48,48,25,167
"2025-12-12",115,43,39,44,41,15,139
"2025-12-18",463,154,45,51,39,23,158
"2025-12-22",1074,357,38,44,37,15,134
"2025-12-21",825,276,8,8,10,0,26
"2025-12-07",316,111,86,86,83,17,272
"2025-12-09",670,222,62,64,61,25,212
"2025-12-12",1382,465,75,76,73,42,266
"2025-12-08",1241,416,75,77,70,23,245
"2025-12-14",552,183,100,100,100,27,327
"2025-12-09",1086,359,25,27,15,11,78
"2025-11-30",1361,458,11,6,9,1,27
"2025-11-25",731,240,29,34,32,11,106
"2025-12-05",182,67,84,76,75,20,255
"2025-12-22",639,211,28,28,29,16,101
"2025-11-25",71,26,26,43,29,18,116
"2025-12-15",192,70,97,95,96,55,343
"2025-11-29",1260,421,17,27,18,5,67
"2025-11-28",214,77,22,19,21,10,72
"2025-11-27",659,218,37,44,40,19,139
"2025-12-17",465,155,79,75,68,26,248
"2025-12-17",1225,410,80,84,86,36,286
"2025-12-06",360,125,16,21,16,2,55
"2025-12-02",772,254,41,32,32,1,106
"2025-12-22",1060,352,40,29,27,11,107
"2025-12-01",710,233,94,96,95,31,316
"2025-11-29",1058,351,52,48,64,13,177
"2025-12-13",920,307,27,28,25,18,98
"2025-11-25",305,107,57,62,53,37,209
"2025-11-26",1237,414,15,22,20,5,62
"2025-12-10",1032,343,95,99,95,56,345
"2025-12-08",1049,349,56,51,53,21,181
"2025-12-21",245,88,38,40,39,9,126
"2025-12-18",828,276,6,2,4,3,15
"2025-12-09",333,116,37,47,34,20,138
"2025-12-09",875,290,41,31,35,8,115
"2025-12-10",982,326,97,87,92,21,297
"2025-12-02",179,67,27,29,26,9,91
"2025-12-02",680,224,9,16,16,7,48
"2025-11-26",1391,467,15,13,11,8,47
"2025-12-18",1284,432,67,72,79,37,255
"2025-12-09",924,309,63,51,66,35,215
"2025-12-09",376,132,31,35,45,13,124
"2025-11-28",83,30,11,15,16,2,44
"2025-12-18",110,41,67,68,68,24,227
"2025-12-21",1313,441,4,5,3,1,13
"2025-12-12",1471,496,9,13,11,4,37
"2025-12-08",858,285,37,45,39,19,140
"2025-12-11",777,256,78,79,80,28,265
"2025-12-09",1088,360,30,30,26,9,95
"2025-12-06",885,294,79,79,71,31,260
"2025-11-26",503,168,29,37,32,21,119
"2025-12-19",372,131,24,26,30,8,88
"2025-12-09",1111,369,35,40,36,20,131
"2025-12-14",303,107,15,12,10,8,45
"2025-12-08",817,273,97,97,95,31,319
"2025-12-14",186,68,54,60,60,47,221
"2025-12-12",547,181,92,82,88,38,300
"2025-12-09",627,207,59,65,59,28,211
"2025-12-02",1419,479,27,29,26,4,86
"2025-12-02",815,272,88,94,89,15,286
"2025-12-04",703,232,60,61,50,36,207
"2025-12-16",1442,486,61,77,66,31,235
"2025-12-22",322,112,50,54,55,30,189
"2025-12-17",1393,467,86,91,95,44,316
"2025-12-15",134,50,60,60,57,37,214
"2025-12-15",525,177,76,70,71,20,237
"2025-12-18",199,72,47,45,56,20,168
"2025-12-05",806,269,46,45,52,21,164
"2025-12-08",40,15,69,56,63,24,212
"2025-12-19",1167,394,65,78,61,27,231
"2025-11-28",729,239,12,20,19,9,60
"2025-12-15",341,119,46,56,62,19,183
"2025-12-20",241,85,12,12,8,1,33
"2025-12-08",855,284,26,42,22,3,93
"2025-12-14",1072,356,34,32,43,20,129
"2025-12-20",12,5,43,49,49,32,173
"2025-12-08",535,179,54,59,64,13,190
"2025-12-10",714,235,66,61,66,34,227
"2025-12-03",1211,407,84,69,78,47,278
"2025-12-03",251,91,52,50,55,13,170
"2025-11-26",1257,421,3,3,5,1,12
"2025-11-28",1366,459,32,51,44,8,135
"2025-11-28",519,174,9,11,9,7,36
"2025-12-22",641,211,13,13,3,6,35
"2025-12-02",602,197,13,17,28,6,64
"2025-12-22",694,229,28,31,22,22,103
"2025-11-30",117,44,38,34,34,1,107
"2025-12-09",268,96,1,4,4,2,11
"2025-12-21",1021,339,35,23,30,4,92
"2025-11-30",281,99,60,61,55,37,213
"2025-11-28",98,36,88,93,92,45,318
"2025-12-13",33,13,67,67,61,15,210
"2025-12-10",78,29,28,20,24,3,75
"2025-12-20",1244,417,100,100,100,73,373
"2025-12-12",371,130,90,90,94,44,318
"2025-12-12",381,133,66,70,69,25,230
"2025-12-23",378,132,50,63,52,20,185
"2025-12-19",432,146,15,22,19,8,64
"2025-12-10",180,67,19,10,23,7,59
"2025-12-15",300,104,1,3,7,1,12
"2025-12-07",611,201,71,67,68,23,229
"2025-12-08",582,192,44,40,43,15,142
"2025-12-20",676,223,47,52,43,32,174
"2025-12-15",252,91,29,27,26,21,103
"2025-12-21",953,317,89,85,98,36,308
"2025-12-02",599,196,55,60,51,9,175
"2025-12-14",1202,404,23,23,30,3,79
"2025-12-11",1422,479,83,88,89,20,280
"2025-12-05",698,230,80,89,82,49,300
"2025-11-24",518,173,95,98,96,69,358
"2025-11-25",1222,410,99,98,91,43,331
"2025-12-08",1193,401,11,15,9,3,38
"2025-11-26",76,28,87,83,85,62,317
"2025-11-29",878,291,29,30,33,13,105
"2025-11-23",821,274,39,45,36,5,125
"2025-11-28",1436,484,9,7,12,5,33
"2025-11-27",567,187,42,41,43,29,155
"2025-11-27",1176,397,62,48,66,26,202
"2025-12-09",411,141,63,42,49,37,191
"2025-12-20",950,316,51,57,53,8,169
"2025-12-05",723,238,83,80,89,14,266
"2025-12-05",90,33,62,66,61,6,195
"2025-11-24",402,139,4,6,8,0,18
"2025-12-12",52,20,52,48,53,18,171
"2025-12-13",329,115,36,29,41,26,132
"2025-11-30",1484,500,80,86,78,23,267
"2025-12-18",151,56,15,9,15,5,44
"2025-12-07",344,121,88,89,94,51,322
"2025-11-26",1212,407,30,34,44,7,115
"2025-12-09",105,39,96,92,96,23,307
"2025-12-15",1016,338,100,100,100,27,327
"2025-11-30",738,242,22,27,20,11,80
"2025-11-30",366,128,73,60,68,21,222
"2025-11-23",1155,387,74,64,61,27,226
"2025-11-30",571,189,13,17,10,7,47
"2025-11-23",267,96,37,45,37,17,136
"2025-12-08",830,277,45,42,34,18,139
"2025-11-28",963,319,31,17,17,10,75
"2025-12-10",604,198,36,43,46,14,139
"2025-12-17",802,266,13,9,15,1,38
"2025-11-28",648,213,22,19,33,7,81
"2025-12-05",1163,391,36,41,25,16,118
"2025-12-20",288,101,78,79,88,21,265
"2025-12-16",492,166,94,92,94,16,296
"2025-12-09",165,61,38,40,40,12,130
"2025-12-01",122,45,95,90,98,12,295
"2025-12-19",107,39,7,18,15,1,41
"2025-12-01",1461,494,22,22,21,6,71
"2025-12-22",1374,463,20,18,25,14,77
"2025-12-15",749,246,84,72,77,22,255
"2025-11-30",981,325,87,92,92,23,293
"2025-12-23",1216,408,6,8,6,4,24
"2025-12-18",856,284,17,16,20,8,61
"2025-12-12",57,21,20,22,20,8,70
"2025-12-19",237,84,15,9,14,7,45
"2025-11-23",645,212,62,63,52,29,206
"2025-12-17",724,238,69,76,70,13,228
"2025-12-20",363,126,76,78,65,41,260
"2025-12-16",1098,365,61,52,60,20,193
"2025-12-12",791,261,90,89,92,35,305
"2025-12-04",869,289,28,25,29,9,91
"2025-12-15",656,217,9,13,15,5,42
"2025-12-10",461,154,35,28,29,9,101
"2025-12-14",1007,334,68,63,60,25,216
"2025-12-02",832,277,27,20,32,24,103
"2025-12-02",1261,422,88,91,86,54,319
"2025-12-02",745,245,39,50,42,23,154
"2025-12-07",949,315,66,62,75,31,234
"2025-11-24",645,212,38,37,48,23,146
"2025-12-08",1363,458,34,28,28,3,93
"2025-12-18",1332,449,39,40,38,25,142
"2025-12-07",338,118,2,4,2,1,9
"2025-12-01",1259,421,64,67,68,22,221
"2025-11-25",400,138,16,25,21,11,73
"2025-12-05",938,312,25,27,20,10,82
"2025-12-20",1352,453,10,12,14,0,36
"2025-12-02",1182,398,98,96,96,36,326
"2025-12-06",1233,413,58,63,44,20,185
"2025-11-24",267,96,63,55,63,37,218
"2025-12-04",471,157,59,63,62,9,193
"2025-12-03",682,224,74,68,71,32,245
"2025-12-10",7,3,46,52,47,22,167
"2025-12-08",559,185,9,9,16,4,38
"2025-12-16",1152,385,58,54,59,3,174
"2025-12-16",688,226,33,25,19,12,89
"2025-11-27",392,135,61,65,58,5,189
"2025-11-23",402,139,96,94,92,17,299
"2025-12-08",538,179,89,94,94,23,300
"2025-11-30",990,328,55,62,61,22,199
"2025-12-12",228,82,9,8,9,1,27
"2025-12-13",849,282,64,68,63,37,232
"2025-12-23",973,323,18,17,16,7,58
"2025-11-25",63,24,84,84,84,48,300
"2025-12-16",418,143,59,56,60,21,196
"2025-12-23",335,117,35,45,36,4,120
"2025-12-18",1265,423,95,94,96,12,297
"2025-11-24",1155,387,26,36,39,8,109
"2025-11-23",518,173,5,2,4,2,13
"2025-12-17",1071,355,76,70,73,50,269
"2025-12-14",751,247,7,8,7,1,23
"2025-12-08",194,71,21,10,9,2,42
"2025-12-13",935,311,80,80,80,35,275
"2025-12-01",1254,420,84,77,79,47,287
"2025-11-25",911,303,38,31,41,6,116
"2025-12-09",1432,483,81,78,72,40,271
"2025-12-14",838,279,86,86,81,28,281
"2025-12-17",540,180,10,15,12,2,39
"2025-11-24",821,274,61,55,64,9,189
"2025-12-13",1118,372,5,5,9,3,22
"2025-12-21",1418,478,72,70,74,50,265
"2025-12-23",474,158,23,14,11,20,68
"2025-12-06",131,49,87,86,86,15,274
"2025-12-12",207,75,25,24,32,14,95
"2025-12-13",1128,376,42,39,32,6,119
"2025-12-01",279,99,71,69,71,37,248
"2025-11-25",419,143,93,96,97,36,322
"2025-12-01",1240,416,24,19,23,8,73
"2025-12-04",972,323,97,99,96,55,347
"2025-12-20",996,330,28,21,31,10,90
"2025-12-16",97,36,71,73,76,32,252
"2025-12-23",786,259,81,87,89,23,280
"2025-12-10",983,326,49,51,44,6,150
"2025-12-03",289,101,62,68,56,2,188
"2025-12-09",332,116,19,19,29,15,82
"2025-12-09",21,9,72,71,66,46,255
"2025-12-06",1026,340,64,70,61,18,213
"2025-11-28",934,311,64,73,76,37,250
"2025-12-09",404,139,60,59,67,4,190
"2025-11-24",1367,459,14,17,23,3,57
"2025-12-19",195,71,43,34,34,5,116
"2025-12-02",455,152,18,22,20,7,67
"2025-12-07",683,225,15,12,7,7,41
"2025-12-19",226,82,39,33,52,12,136
"2025-12-04",1133,377,67,69,62,28,226
"2025-12-07",782,258,22,17,18,8,65
"2025-12-10",139,52,56,57,66,34,213
"2025-12-02",114,42,55,43,47,22,167
"2025-12-07",892,296,10,8,7,5,30
"2025-12-18",811,271,18,11,16,11,56
"2025-12-18",928,309,63,56,55,35,209
"2025-12-21",1033,344,44,42,32,29,147
"2025-11-28",826,276,17,19,14,9,59
"2025-12-19",334,116,87,88,82,52,309
"2025-12-05",578,191,72,69,76,18,235
"2025-12-12",1424,480,66,59,64,29,218
"2025-11-30",612,202,38,48,39,10,135
"2025-12-04",1108,368,58,62,54,20,194
"2025-11-23",788,260,92,94,99,17,302
"2025-12-07",2,1,51,56,63,33,203
"2025-12-21",1387,466,95,96,90,57,338
"2025-12-13",866,287,58,59,68,24,209
"2025-11-23",59,22,7,10,13,2,32
"2025-12-15",1178,398,45,43,42,8,138
"2025-12-19",1373,463,5,3,4,0,12
"2025-12-09",515,171,57,54,65,15,191
"2025-12-03",1149,384,40,42,38,9,129
"2025-11-24",965,320,100,100,100,68,367
"2025-12-21",46,17,59,56,63,16,194
"2025-12-19",379,132,45,47,55,20,167
"2025-12-18",787,260,44,58,52,7,161
"2025-12-12",80,30,7,6,9,5,27
"2025-12-06",623,205,90,94,92,17,293
"2025-11-23",691,227,90,95,91,12,288
"2025-11-30",840,279,94,96,97,20,307
"2025-12-20",747,246,28,29,35,5,97
"2025-12-10",1143,382,71,76,76,26,248
"2025-12-05",18,7,63,64,53,6,186
"2025-12-09",870,289,84,92,90,18,284
"2025-12-19",1362,458,42,46,40,5,133
"2025-12-15",1474,497,77,71,77,16,241
"2025-12-15",891,296,25,36,21,12,94
"2025-11-24",127,48,82,90,91,39,302
"2025-11-24",93,35,43,59,51,11,164
"2025-11-24",812,271,76,76,85,43,280
"2025-12-13",1279,428,44,42,34,21,141
"2025-11-24",59,22,93,90,87,49,319
"2025-12-22",829,276,15,20,17,9,61
"2025-11-28",590,195,2,4,3,3,12
"2025-11-24",691,227,10,5,9,2,26
"2025-11-27",1238,415,97,99,89,68,353
"2025-12-01",605,198,61,53,67,30,211
"2025-12-07",1359,457,14,22,18,12,66
"2025-12-10",1421,479,91,87,86,10,273
"2025-11-29",702,231,15,23,14,6,58
"2025-11-30",1036,345,43,46,51,17,157
"2025-12-03",1348,452,12,15,15,7,49
"2025-12-05",914,304,73,62,64,18,217
"2025-12-03",384,133,53,59,54,12,178
"2025-12-17",899,299,44,49,52,15,160
"2025-12-22",473,157,5,15,14,3,37
"2025-11-28",382,133,23,31,25,5,84
"2025-12-05",238,85,100,100,100,6,306
"2025-11-24",788,260,8,6,1,1,16
"2025-12-21",1020,339,2,1,8,1,12
"2025-12-09",269,96,16,25,14,14,69
"2025-11-24",260,94,41,44,39,11,135
"2025-12-05",537,179,38,36,38,8,120
"2025-12-16",646,213,34,23,29,13,99
"2025-12-22",1050,349,11,15,13,10,49
"2025-12-13",803,267,30,22,28,9,89
"2025-12-06",1326,447,27,34,30,13,104
"2025-12-11",592,195,91,89,88,62,328
"2025-12-17",324,113,7,21,11,4,43
"2025-12-01",1006,334,22,19,31,14,86
"2025-11-30",1378,464,31,26,23,8,88
"2025-12-02",356,124,29,46,32,19,126
"2025-12-04",1229,411,86,86,85,40,297
"2025-12-17",331,116,26,20,35,19,100
"2025-12-04",816,273,6,13,17,6,42
"2025-12-21",1251,419,65,68,65,45,243
"2025-11-30",502,168,6,5,10,7,28
"2025-12-17",799,264,6,7,9,1,23
"2025-12-20",1245,417,72,85,79,50,286
"2025-12-03",1314,441,50,59,53,6,168
"2025-12-17",655,217,60,54,55,14,183
"2025-12-15",1390,466,73,76,77,44,270
"2025-12-21",1082,358,84,80,84,47,295
"2025-12-02",1215,408,86,90,81,31,288
"2025-12-10",348,121,37,38,36,17,128
"2025-12-05",1134,378,54,45,46,14,159
"2025-12-17",412,142,66,60,73,11,210
"2025-12-17",968,320,18,20,28,12,78
"2025-12-05",900,299,22,9,13,5,49
"2025-12-10",845,281,19,29,22,4,74
"2025-11-27",6,3,48,41,42,27,158
"2025-12-11",135,50,18,24,21,13,76
"2025-12-12",553,184,29,17,14,7,67
"2025-12-07",1022,339,3,2,7,1,13
"2025-12-18",1336,449,42,49,50,23,164
"2025-12-21",1168,395,66,59,68,5,198
"2025-12-22",722,238,90,96,96,25,307
"2025-11-25",910,302,95,95,98,41,329
"2025-11-25",1402,472,66,63,62,17,208
"2025-12-03",948,315,35,26,26,8,95
"2025-12-07",706,232,51,51,43,24,169
"2025-12-19",624,206,28,32,27,9,96
"2025-12-08",312,110,32,27,32,11,102
"2025-12-01",79,29,68,62,64,10,204
"2025-12-12",1277,428,69,79,70,42,259
"2025-11-24",495,166,45,46,44,7,142
"2025-12-05",314,111,5,6,3,1,15
"2025-12-16",28,10,63,68,63,13,207
"2025-12-02",1306,438,20,21,18,17,76
"2025-12-15",1174,396,6,2,3,3,14
"2025-11-27",750,246,4,13,9,0,26
"2025-12-17",793,261,72,74,68,23,237
"2025-11-26",674,222,86,87,92,29,294
"2025-12-10",992,329,31,33,40,22,126
"2025-12-18",754,248,47,48,50,16,161
"2025-11-26",1213,407,96,96,92,37,321
"2025-12-11",1322,445,55,55,59,38,206
"2025-12-07",677,223,93,98,94,62,347
"2025-12-21",75,27,65,66,71,14,216
"2025-12-01",41,16,45,46,45,12,148
"2025-11-23",962,319,81,75,76,37,269
"2025-12-08",1273,426,84,66,82,8,240
"2025-12-23",854,284,54,62,71,28,215
"2025-11-27",293,102,25,19,26,2,72
"2025-11-26",1411,477,33,33,29,22,117
"2025-12-17",728,239,76,74,66,28,244
"2025-11-24",629,207,4,7,6,4,21
"2025-12-20",395,136,47,53,43,11,154
"2025-12-14",349,122,81,84,82,37,284
"2025-12-11",507,169,58,59,55,8,179
"2025-11-29",1107,368,30,34,25,21,110
"2025-12-12",763,251,55,58,65,28,206
"2025-12-20",563,186,74,77,76,35,262
"2025-12-18",60,23,4,5,2,2,13
"2025-12-14",425,145,22,31,21,15,89
"2025-11-30",1004,334,100,100,100,60,359
"2025-12-20",1262,422,53,60,53,24,190
"2025-11-25",1226,411,42,35,42,23,142
"2025-11-29",897,298,21,18,27,1,67
"2025-12-11",116,44,100,100,100,16,316
"2025-12-19",236,84,43,49,35,30,157
"2025-12-20",1080,358,4,8,2,2,16
"2025-12-22",145,54,94,93,88,29,304
"2025-12-04",1335,449,11,5,9,1,26
"2025-11-29",967,320,32,46,35,28,141
"2025-12-19",937,312,46,43,46,18,153
"2025-12-12",232,83,85,80,86,35,286
"2025-12-10",989,328,46,43,50,15,154
"2025-12-01",1177,397,5,5,1,0,11
"2025-12-11",995,330,10,4,11,5,30
"2025-12-15",280,99,5,6,7,1,19
"2025-12-21",1483,499,51,51,17,1,120
"2025-11-26",396,136,88,88,88,19,283
"2025-11-25",879,291,14,10,18,1,43
"2025-11-30",427,145,89,81,80,45,295
"2025-12-13",1154,386,80,71,79,4,234
"2025-11-29",546,181,31,32,30,9,102
"2025-12-02",744,245,39,35,39,22,135
"2025-12-01",958,318,50,56,35,7,148
"2025-12-02",243,86,40,44,50,25,159
"2025-12-02",393,136,44,29,45,9,127
"2025-12-22",1162,390,95,92,90,47,324
"2025-11-25",370,130,61,71,59,31,222
"2025-11-30",1242,416,79,80,88,23,270
"2025-11-30",390,135,28,26,40,7,101
"2025-12-18",907,302,68,65,72,33,238
"2025-12-16",1121,373,83,88,87,43,301
"2025-12-22",807,269,85,91,90,47,313
"2025-11-26",340,119,46,37,44,11,138
"2025-12-20",678,224,17,19,19,1,56
"2025-12-15",713,235,81,71,74,28,254
"2025-12-09",198,72,34,22,31,14,101
"2025-12-19",201,73,85,82,81,33,281
"2025-12-08",912,304,63,74,70,21,228
"2025-12-15",1299,436,76,65,78,31,250
"2025-11-23",629,207,96,93,94,35,318
"2025-12-05",584,193,42,40,39,13,134
"2025-12-11",1017,338,76,67,70,19,232
"2025-11-26",1256,420,74,75,78,41,268
"2025-12-21",1079,358,44,53,56,22,175
"2025-12-08",927,309,59,52,54,31,196
"2025-12-08",170,63,82,84,85,36,287
"2025-12-05",164,61,85,89,87,16,277
"2025-12-11",607,199,5,8,8,1,22
"2025-12-23",1101,366,35,46,43,1,125
"2025-12-18",903,301,75,73,81,22,251
"2025-12-22",643,212,57,62,57,32,208
"2025-12-18",1064,352,6,11,9,3,29
"2025-12-16",689,226,9,12,19,4,44
"2025-12-14",945,314,81,85,85,26,277
"2025-11-26",569,187,21,15,16,11,63
"2025-11-30",1201,404,85,88,86,13,272
"2025-12-09",784,258,57,55,55,13,180
"2025-12-19",697,230,10,6,8,6,30
"2025-11-24",962,319,19,25,24,6,74
"2025-12-04",1127,375,75,75,83,43,275
"2025-12-14",668,221,42,42,44,12,140
"2025-12-09",203,73,79,80,86,35,280
"2025-12-19",1156,388,98,96,96,10,300
"2025-12-06",1205,406,3,7,1,3,14
"2025-12-11",739,243,64,59,53,34,210
"2025-12-17",233,84,65,68,75,44,251
"2025-12-12",1099,365,73,72,75,27,247
"2025-12-20",215,77,52,59,55,34,200
"2025-12-04",109,40,44,56,50,24,174
"2025-12-19",433,147,25,23,26,11,85
"2025-12-12",1365,458,86,77,81,14,258
"2025-12-14",839,279,93,91,90,37,311
"2025-12-11",748,246,29,30,29,6,94
"2025-12-20",1282,430,39,48,43,15,145
"2025-12-20",298,104,69,75,63,30,237
"2025-12-13",467,156,50,46,46,9,151
"2025-11-27",946,314,60,64,61,18,203
"2025-11-27",606,198,6,13,10,3,32
"2025-11-30",959,318,14,9,13,4,40
"2025-12-18",1287,434,18,22,21,5,66
"2025-12-15",1007,334,32,37,40,27,136
"2025-12-03",1261,422,12,9,14,7,42
"2025-12-04",1102,366,24,27,31,7,89
"2025-11-25",760,251,78,75,76,47,276
"2025-12-17",1152,385,42,46,41,8,137
"2025-12-05",471,157,41,37,38,5,121
"2025-12-02",682,224,26,32,29,13,100
"2025-11-24",1371,462,15,17,19,7,58
"2025-11-24",108,39,63,64,57,13,197
"2025-12-03",1182,398,2,4,4,1,11
"2025-12-07",1233,413,42,37,56,13,148
"2025-12-19",1332,449,61,60,62,34,217
"2025-11-24",865,286,21,20,17,5,63
"2025-12-09",1363,458,66,72,72,6,216
"2025-11-30",1259,421,36,33,32,6,107
"2025-11-25",1451,490,10,13,6,3,32
"2025-12-06",338,118,98,96,98,61,352
"2025-12-22",335,117,65,55,64,8,192
"2025-12-19",1265,423,5,6,4,0,15
"2025-12-10",670,222,38,36,39,12,125
"2025-12-21",1185,399,75,72,60,21,228
"2025-12-17",418,143,41,44,40,12,137
"2025-12-22",973,323,82,83,84,34,283
"2025-12-12",690,227,68,67,70,9,214
"2025-11-24",1106,368,25,20,23,12,80
"2025-12-13",796,264,95,96,97,51,339
"2025-12-16",591,195,24,28,37,28,117
"2025-12-08",1397,468,84,72,81,25,262
"2025-12-18",153,58,31,30,26,29,116
"2025-12-18",48,19,76,61,69,14,220
"2025-12-13",228,82,91,92,91,13,287
"2025-12-19",557,185,64,70,67,21,222
"2025-11-24",896,298,87,80,83,9,258
"2025-12-16",554,184,57,64,59,21,201
"2025-12-17",1199,403,68,57,56,32,213
"2025-11-24",1329,448,25,24,17,16,82
"2025-12-10",1086,359,75,73,85,40,273
"2025-12-19",239,85,90,90,85,10,274
"2025-11-24",911,303,62,69,59,10,200
"2025-12-16",1071,355,24,30,27,15,96
"2025-11-29",1436,484,91,93,88,51,323
"2025-11-30",686,226,94,97,97,44,332
"2025-11-26",1176,397,38,52,34,12,136
"2025-11-23",896,298,13,20,17,1,51
"2025-11-24",1222,410,1,2,9,0,12
"2025-11-28",878,291,71,70,67,23,231
"2025-12-17",160,60,51,45,55,33,184
"2025-12-18",1062,352,32,32,47,12,123
"2025-12-15",1202,404,77,77,70,17,241
"2025-12-12",1104,368,83,80,81,61,305
"2025-11-23",1329,448,75,76,83,59,293
"2025-12-01",571,189,87,83,90,52,312
"2025-11-23",1106,368,75,80,77,38,270
"2025-12-04",1274,427,79,86,80,31,276
"2025-12-10",1323,445,42,48,57,32,179
"2025-12-19",151,56,85,91,85,33,294
"2025-12-06",344,121,12,11,6,5,34
"2025-12-01",1484,500,20,14,22,3,59
"2025-12-01",738,242,78,73,80,46,276
"2025-12-01",366,128,27,40,32,14,113
"2025-12-03",843,280,74,75,67,7,223
"2025-11-27",1212,407,70,66,56,28,220
"2025-12-08",105,39,4,8,4,1,17
"2025-11-30",1408,476,53,42,40,16,151
"2025-12-21",950,316,49,43,47,21,160
"2025-12-17",492,166,6,8,6,0,20
"2025-12-19",91,34,6,4,5,0,15
"2025-11-23",1371,462,85,83,81,25,274
"2025-12-21",288,101,22,21,12,6,61
"2025-11-29",1278,428,30,30,33,20,113
"2025-12-16",1427,480,15,10,12,4,41
"2025-12-13",158,59,93,93,96,32,314
"2025-12-08",406,140,62,73,68,12,215
"2025-12-01",568,187,27,33,28,25,113
"2025-12-16",802,266,87,91,85,61,324
"2025-11-29",648,213,78,81,67,28,254
"2025-12-09",475,158,19,25,21,7,72
"2025-11-23",865,286,79,80,83,30,272
"2025-11-29",963,319,69,83,83,35,270
"2025-11-23",108,39,37,36,43,15,131
"2025-12-11",604,198,64,57,54,28,203
"2025-12-15",119,45,77,80,80,14,251
"2025-12-16",724,238,31,24,30,10,95
"2025-12-14",656,217,91,87,85,35,298
"2025-12-13",791,261,10,11,8,4,33
"2025-11-28",1403,473,12,15,11,1,39
"2025-12-13",57,21,80,78,80,42,280
"2025-12-22",1216,408,94,92,94,32,312
"2025-12-19",856,284,83,84,80,43,290
"2025-12-10",1318,444,75,64,74,31,244
"2025-11-30",1461,494,78,78,79,22,257
"2025-12-23",1374,463,80,82,75,43,280
"2025-11-27",957,318,56,71,54,19,200
"2025-11-25",156,58,53,55,68,42,218
"2025-12-01",506,169,96,98,95,7,296
"2025-12-12",757,250,95,96,95,40,326
"2025-12-21",126,47,32,35,27,11,105
"2025-12-06",562,186,45,54,50,22,171
"2025-12-01",769,254,24,40,28,1,93
"2025-12-12",1447,489,100,100,100,25,325
"2025-12-15",1072,356,66,68,57,45,236
"2025-12-02",299,104,59,54,45,12,170
"2025-12-20",1021,339,65,77,70,15,226
"2025-12-01",117,44,62,66,66,11,205
"2025-12-08",268,96,99,96,96,46,337
"2025-12-23",694,229,72,69,78,33,252
"2025-11-27",1257,421,97,97,95,32,321
"2025-11-29",1366,459,68,49,56,11,184
"2025-12-23",641,211,87,87,97,56,327
"2025-11-29",383,133,12,9,4,3,28
"2025-11-26",1038,346,84,90,91,74,339
"2025-12-09",936,312,96,98,94,40,328
"2025-12-02",251,91,48,50,45,37,180
"2025-12-13",966,320,36,39,43,23,141
"2025-12-14",391,135,17,13,17,1,48
"2025-12-14",350,122,68,63,59,33,223
"2025-11-26",208,75,27,30,27,6,90
"2025-12-13",371,130,10,10,6,2,28
"2025-12-01",1345,451,57,61,53,27,198
"2025-12-06",1077,357,45,47,43,23,158
"2025-12-18",1290,434,82,86,82,16,266
"2025-12-12",33,13,33,33,39,14,119
"2025-12-11",389,134,95,91,91,33,310
"2025-12-02",3,1,43,41,37,13,134
"2025-12-17",647,213,14,9,7,2,32
"2025-12-20",953,317,11,15,2,6,34
"2025-12-03",599,196,45,40,49,9,143
"2025-12-21",676,223,53,48,57,44,201
