job_id,company_id,job_type,job_level,job_function,city,salary_min_k,salary_max_k,target_top10,online_days,urgency,hot_function,industry,company_size,funding_stage,brand_level,salary_level,intl_flag,top10_talent_ratio,avg_apply_cnt,hire_rate,overall_rating,work_life_balance_score,salary_competitiveness,resume_response_rate,resume_response_time,offer_conversion_rate,talent_care_index,enterprise_tier,impression_cnt,view_cnt,apply_cnt,hire_cnt,price_label,salary_avg_k
678,224,全职,初级,前端开发,广州,19,22,0,9,1,0,互联网,3000,B轮,4,3,0,0.255,240,0.16,3.88,2.65,4.43,0.898,5.81,0.294,0.492,T1,758,719,189,22,345.71,20.5
679,224,全职,高级,后端开发,上海,32,43,0,26,3,1,互联网,3000,B轮,4,3,0,0.255,240,0.16,3.88,2.65,4.43,0.898,5.81,0.294,0.492,T1,796,758,223,34,357.03,37.5
680,224,全职,中级,产品经理,北京,29,43,0,46,3,0,互联网,3000,B轮,4,3,0,0.255,240,0.16,3.88,2.65,4.43,0.898,5.81,0.294,0.492,T1,763,734,219,43,355.79,36.0
681,224,全职,初级,算法工程师,上海,17,24,0,52,1,1,互联网,3000,B轮,4,3,0,0.255,240,0.16,3.88,2.65,4.43,0.898,5.81,0.294,0.492,T1,696,650,201,25,349.92,20.5
682,224,全职,中级,算法工程师,广州,33,45,1,45,3,1,互联网,3000,B轮,4,3,0,0.255,240,0.16,3.88,2.65,4.43,0.898,5.81,0.294,0.492,T1,766,726,238,45,361.48,39.0
683,225,全职,高级,前端开发,深圳,19,22,1,17,2,0,制造业,3000,上市公司,2,5,0,0.25,238,0.295,4.46,3.75,4.18,0.499,3.41,0.119,0.493,T3,775,741,241,76,326.61,20.5
684,225,全职,高级,算法工程师,新加坡,10,17,1,38,3,1,制造业,3000,上市公司,2,5,0,0.25,238,0.295,4.46,3.75,4.18,0.499,3.41,0.119,0.493,T3,722,684,204,71,316.29,13.5
685,226,全职,中级,产品经理,上海,9,13,1,15,2,0,零售,200,未融资,5,4,0,0.321,213,0.178,4.88,2.77,2.58,0.278,3.68,0.559,0.425,T1,717,679,227,37,391.81,11.0
686,226,全职,初级,运营,深圳,11,25,1,59,3,0,零售,200,未融资,5,4,0,0.321,213,0.178,4.88,2.77,2.58,0.278,3.68,0.559,0.425,T1,722,692,212,44,386.91,18.0
687,226,全职,高级,运营,新加坡,28,34,0,22,2,0,零售,200,未融资,5,4,0,0.321,213,0.178,4.88,2.77,2.58,0.278,3.68,0.559,0.425,T1,736,699,204,36,384.15,31.0
688,226,全职,高级,算法工程师,新加坡,14,19,0,46,1,1,零售,200,未融资,5,4,0,0.321,213,0.178,4.88,2.77,2.58,0.278,3.68,0.559,0.425,T1,740,704,223,42,390.53,16.5
689,226,全职,初级,数据分析,广州,26,33,1,13,3,1,零售,200,未融资,5,4,0,0.321,213,0.178,4.88,2.77,2.58,0.278,3.68,0.559,0.425,T1,758,713,204,35,384.15,29.5
690,227,全职,中级,数据分析,新加坡,22,32,1,17,1,1,金融,50,未融资,5,2,0,0.316,275,0.079,4.21,2.79,3.84,0.221,1.92,0.437,0.409,T1,801,767,215,13,386.79,27.0
691,227,全职,高级,产品经理,广州,12,17,1,28,2,0,金融,50,未融资,5,2,0,0.316,275,0.079,4.21,2.79,3.84,0.221,1.92,0.437,0.409,T1,720,681,195,14,379.79,14.5
692,228,全职,初级,前端开发,上海,31,44,1,24,3,0,咨询,200,上市公司,4,3,1,0.413,270,0.241,4.73,4.85,2.59,0.709,1.01,0.595,0.753,T1,831,793,252,60,398.39,37.5
693,229,全职,中级,产品经理,上海,31,34,1,23,3,0,教育,500,A轮,2,4,1,0.264,73,0.22,4.64,4.68,4.52,0.812,4.23,0.541,0.811,T2,772,738,216,49,323.2,32.5
694,229,全职,中级,前端开发,新加坡,17,21,0,50,3,0,教育,500,A轮,2,4,1,0.264,73,0.22,4.64,4.68,4.52,0.812,4.23,0.541,0.811,T2,815,779,208,55,320.86,19.0
695,230,全职,高级,产品经理,深圳,25,30,0,26,3,0,金融,100,C轮及以上,5,4,0,0.498,73,0.243,3.35,3.63,3.3,0.354,1.14,0.336,0.378,T1,775,732,227,50,418.0,27.5
696,230,全职,高级,前端开发,杭州,26,28,1,51,2,0,金融,100,C轮及以上,5,4,0,0.498,73,0.243,3.35,3.63,3.3,0.354,1.14,0.336,0.378,T1,752,719,221,54,418.0,27.0
697,230,全职,中级,数据分析,杭州,26,28,0,16,2,1,金融,100,C轮及以上,5,4,0,0.498,73,0.243,3.35,3.63,3.3,0.354,1.14,0.336,0.378,T1,767,723,215,42,418.0,27.0
698,230,全职,高级,后端开发,北京,32,43,1,58,2,1,金融,100,C轮及以上,5,4,0,0.498,73,0.243,3.35,3.63,3.3,0.354,1.14,0.336,0.378,T1,836,800,219,59,418.0,37.5
699,231,全职,初级,产品经理,新加坡,19,25,0,17,1,0,零售,3000,未融资,3,2,0,0.077,283,0.288,3.97,4.96,3.91,0.311,3.42,0.36,0.543,T2,762,726,207,56,257.19,22.0
700,231,全职,初级,运营,深圳,38,51,0,16,3,0,零售,3000,未融资,3,2,0,0.077,283,0.288,3.97,4.96,3.91,0.311,3.42,0.36,0.543,T2,742,710,190,53,251.62,44.5
701,231,全职,中级,前端开发,广州,19,22,0,54,1,0,零售,3000,未融资,3,2,0,0.077,283,0.288,3.97,4.96,3.91,0.311,3.42,0.36,0.543,T2,767,731,189,51,251.27,20.5
702,231,全职,初级,前端开发,上海,25,27,0,57,1,0,零售,3000,未融资,3,2,0,0.077,283,0.288,3.97,4.96,3.91,0.311,3.42,0.36,0.543,T2,696,656,182,54,250.0,26.0
703,232,全职,高级,后端开发,上海,39,45,0,54,2,1,教育,500,C轮及以上,1,1,1,0.051,53,0.244,3.23,2.5,3.2,0.244,6.61,0.195,0.111,T3,718,637,166,55,225.0,42.0
704,232,全职,初级,前端开发,广州,17,27,0,56,3,0,教育,500,C轮及以上,1,1,1,0.051,53,0.244,3.23,2.5,3.2,0.244,6.61,0.195,0.111,T3,730,674,187,47,225.0,22.0
705,232,全职,中级,算法工程师,上海,10,22,1,21,3,1,教育,500,C轮及以上,1,1,1,0.051,53,0.244,3.23,2.5,3.2,0.244,6.61,0.195,0.111,T3,766,713,224,53,225.0,16.0
706,232,全职,高级,后端开发,北京,35,40,0,17,3,1,教育,500,C轮及以上,1,1,1,0.051,53,0.244,3.23,2.5,3.2,0.244,6.61,0.195,0.111,T3,694,604,143,40,225.0,37.5
707,233,全职,高级,算法工程师,上海,12,15,1,24,1,1,制造业,500,未融资,1,2,0,0.338,116,0.203,4.36,4.03,4.46,0.776,6.69,0.331,0.615,T3,699,642,206,34,317.9,13.5
708,233,全职,初级,后端开发,深圳,27,38,1,44,3,1,制造业,500,未融资,1,2,0,0.338,116,0.203,4.36,4.03,4.46,0.776,6.69,0.331,0.615,T3,731,696,221,46,322.02,32.5
709,233,全职,中级,前端开发,北京,29,36,0,23,2,0,制造业,500,未融资,1,2,0,0.338,116,0.203,4.36,4.03,4.46,0.776,6.69,0.331,0.615,T3,747,697,187,41,312.23,32.5
710,233,全职,中级,数据分析,杭州,34,47,1,42,2,1,制造业,500,未融资,1,2,0,0.338,116,0.203,4.36,4.03,4.46,0.776,6.69,0.331,0.615,T3,723,690,177,32,309.0,40.5
711,234,全职,初级,产品经理,杭州,33,45,0,31,1,0,制造业,1000,天使轮,1,3,0,0.184,83,0.264,4.9,4.04,4.72,0.418,2.06,0.552,0.721,T3,782,746,209,54,283.09,39.0
712,235,全职,高级,后端开发,杭州,15,25,1,38,3,1,互联网,100,B轮,2,4,1,0.158,234,0.218,3.27,3.64,3.5,0.481,4.56,0.125,0.303,T3,780,741,209,55,289.39,20.0
713,235,全职,高级,后端开发,广州,12,24,0,34,1,1,互联网,100,B轮,2,4,1,0.158,234,0.218,3.27,3.64,3.5,0.481,4.56,0.125,0.303,T3,849,803,220,38,292.56,18.0
714,235,全职,高级,数据分析,上海,38,50,1,9,2,1,互联网,100,B轮,2,4,1,0.158,234,0.218,3.27,3.64,3.5,0.481,4.56,0.125,0.303,T3,813,768,233,46,296.11,44.0
715,235,全职,高级,算法工程师,新加坡,27,34,1,21,3,1,互联网,100,B轮,2,4,1,0.158,234,0.218,3.27,3.64,3.5,0.481,4.56,0.125,0.303,T3,798,759,213,52,290.56,30.5
716,235,全职,初级,数据分析,新加坡,30,41,0,29,2,1,互联网,100,B轮,2,4,1,0.158,234,0.218,3.27,3.64,3.5,0.481,4.56,0.125,0.303,T3,829,783,221,42,292.84,35.5
717,236,全职,初级,前端开发,新加坡,35,41,0,7,3,0,零售,500,未融资,4,2,0,0.19,226,0.152,4.47,3.49,4.66,0.552,3.58,0.532,0.639,T1,811,764,226,45,337.81,38.0
718,236,全职,初级,算法工程师,深圳,13,26,0,45,3,1,零售,500,未融资,4,2,0,0.19,226,0.152,4.47,3.49,4.66,0.552,3.58,0.532,0.639,T1,758,708,214,32,334.08,19.5
719,236,全职,中级,产品经理,广州,19,33,1,28,2,0,零售,500,未融资,4,2,0,0.19,226,0.152,4.47,3.49,4.66,0.552,3.58,0.532,0.639,T1,738,697,224,27,337.21,26.0
720,236,全职,高级,前端开发,上海,13,18,0,47,2,0,零售,500,未融资,4,2,0,0.19,226,0.152,4.47,3.49,4.66,0.552,3.58,0.532,0.639,T1,776,724,217,35,335.03,15.5
721,237,全职,初级,算法工程师,北京,8,11,1,38,1,1,咨询,500,C轮及以上,5,1,0,0.165,264,0.271,4.26,3.64,3.17,0.788,6.19,0.27,0.489,T1,665,634,168,45,322.54,9.5
722,238,全职,高级,数据分析,广州,33,38,0,46,1,1,教育,100,天使轮,3,2,0,0.064,230,0.105,4.17,3.54,3.84,0.656,2.26,0.55,0.619,T2,770,722,214,25,250.0,35.5
723,238,全职,初级,数据分析,北京,38,51,1,28,3,1,教育,100,天使轮,3,2,0,0.064,230,0.105,4.17,3.54,3.84,0.656,2.26,0.55,0.619,T2,753,716,223,16,250.0,44.5
724,238,全职,高级,产品经理,北京,25,31,0,44,2,0,教育,100,天使轮,3,2,0,0.064,230,0.105,4.17,3.54,3.84,0.656,2.26,0.55,0.619,T2,729,701,216,23,250.0,28.0
725,238,全职,初级,后端开发,杭州,39,52,0,32,2,1,教育,100,天使轮,3,2,0,0.064,230,0.105,4.17,3.54,3.84,0.656,2.26,0.55,0.619,T2,818,780,211,16,250.0,45.5
726,238,全职,高级,运营,杭州,27,31,0,36,1,0,教育,100,天使轮,3,2,0,0.064,230,0.105,4.17,3.54,3.84,0.656,2.26,0.55,0.619,T2,723,693,193,28,250.0,29.0
727,239,全职,高级,前端开发,北京,20,34,1,42,1,0,金融,100,未融资,3,5,0,0.487,297,0.229,3.78,4.33,4.65,0.631,0.52,0.57,0.718,T2,722,689,200,43,375.1,27.0
728,239,全职,中级,后端开发,北京,26,40,1,18,1,1,金融,100,未融资,3,5,0,0.487,297,0.229,3.78,4.33,4.65,0.631,0.52,0.57,0.718,T2,749,722,213,37,379.21,33.0
729,239,全职,中级,运营,深圳,22,31,1,14,1,0,金融,100,未融资,3,5,0,0.487,297,0.229,3.78,4.33,4.65,0.631,0.52,0.57,0.718,T2,747,715,199,44,374.77,26.5
730,240,全职,中级,前端开发,广州,23,31,0,12,3,0,零售,500,A轮,2,1,0,0.149,165,0.27,3.71,2.84,3.31,0.323,1.56,0.435,0.366,T3,736,685,204,57,284.26,27.0
731,240,全职,高级,产品经理,杭州,18,29,1,54,3,0,零售,500,A轮,2,1,0,0.149,165,0.27,3.71,2.84,3.31,0.323,1.56,0.435,0.366,T3,696,626,162,43,270.0,23.5
732,240,全职,初级,数据分析,新加坡,11,24,0,19,1,1,零售,500,A轮,2,1,0,0.149,165,0.27,3.71,2.84,3.31,0.323,1.56,0.435,0.366,T3,693,623,165,42,271.13,17.5
733,241,全职,初级,产品经理,深圳,22,28,1,27,3,0,零售,100,B轮,1,3,1,0.38,72,0.233,3.09,2.99,4.89,0.559,2.77,0.432,0.459,T3,802,755,208,45,325.34,25.0
734,241,全职,初级,运营,北京,13,26,0,12,1,0,零售,100,B轮,1,3,1,0.38,72,0.233,3.09,2.99,4.89,0.559,2.77,0.432,0.459,T3,838,799,217,49,327.82,19.5
735,241,全职,中级,运营,深圳,31,42,1,12,3,0,零售,100,B轮,1,3,1,0.38,72,0.233,3.09,2.99,4.89,0.559,2.77,0.432,0.459,T3,810,770,229,48,330.98,36.5
736,241,全职,初级,前端开发,上海,9,18,0,29,2,0,零售,100,B轮,1,3,1,0.38,72,0.233,3.09,2.99,4.89,0.559,2.77,0.432,0.459,T3,793,751,223,45,329.42,13.5
737,241,全职,高级,运营,广州,35,41,1,55,2,0,零售,100,B轮,1,3,1,0.38,72,0.233,3.09,2.99,4.89,0.559,2.77,0.432,0.459,T3,872,831,259,57,338.2,38.0
738,242,全职,高级,前端开发,北京,29,35,0,49,3,0,制造业,500,未融资,2,4,0,0.393,158,0.224,3.44,2.95,2.8,0.701,2.55,0.326,0.377,T3,790,742,232,57,352.26,32.0
739,243,全职,高级,后端开发,新加坡,12,15,1,55,3,1,互联网,500,天使轮,4,2,0,0.468,118,0.238,3.03,3.16,2.55,0.881,5.64,0.518,0.399,T2,640,612,178,45,383.16,13.5
740,243,全职,高级,运营,广州,39,46,0,23,1,0,互联网,500,天使轮,4,2,0,0.468,118,0.238,3.03,3.16,2.55,0.881,5.64,0.518,0.399,T2,791,759,225,44,399.0,42.5
741,244,全职,高级,数据分析,杭州,8,19,0,48,1,1,互联网,1000,A轮,4,1,1,0.064,144,0.166,4.16,3.81,4.76,0.341,4.92,0.581,0.573,T1,781,741,234,44,265.79,13.5
742,244,全职,中级,后端开发,北京,23,27,0,42,1,1,互联网,1000,A轮,4,1,1,0.064,144,0.166,4.16,3.81,4.76,0.341,4.92,0.581,0.573,T1,808,768,219,33,262.5,25.0
743,244,全职,中级,运营,深圳,15,26,0,15,2,0,互联网,1000,A轮,4,1,1,0.064,144,0.166,4.16,3.81,4.76,0.341,4.92,0.581,0.573,T1,773,751,212,32,262.5,20.5
744,245,全职,高级,运营,新加坡,23,32,0,12,3,0,教育,50,上市公司,5,5,0,0.442,230,0.269,3.21,2.78,2.67,0.207,2.45,0.488,0.241,T1,730,678,219,55,412.17,27.5
745,245,全职,初级,前端开发,上海,18,27,1,26,1,0,教育,50,上市公司,5,5,0,0.442,230,0.269,3.21,2.78,2.67,0.207,2.45,0.488,0.241,T1,751,715,208,60,408.47,22.5
746,246,全职,初级,运营,广州,29,35,1,33,1,0,制造业,500,天使轮,5,1,0,0.287,111,0.101,4.75,4.67,4.98,0.253,3.48,0.411,0.661,T1,746,715,224,23,382.83,32.0
747,246,全职,高级,产品经理,新加坡,35,48,1,40,3,0,制造业,500,天使轮,5,1,0,0.287,111,0.101,4.75,4.67,4.98,0.253,3.48,0.411,0.661,T1,756,721,217,19,380.55,41.5
748,246,全职,高级,产品经理,北京,20,22,0,56,2,0,制造业,500,天使轮,5,1,0,0.287,111,0.101,4.75,4.67,4.98,0.253,3.48,0.411,0.661,T1,781,743,232,23,385.34,21.0
749,246,全职,初级,后端开发,上海,36,47,0,34,3,1,制造业,500,天使轮,5,1,0,0.287,111,0.101,4.75,4.67,4.98,0.253,3.48,0.411,0.661,T1,786,737,206,23,376.82,41.5
750,246,全职,中级,运营,深圳,20,27,0,53,2,0,制造业,500,天使轮,5,1,0,0.287,111,0.101,4.75,4.67,4.98,0.253,3.48,0.411,0.661,T1,706,678,201,20,375.06,23.5
751,247,全职,初级,算法工程师,深圳,14,28,0,53,1,1,零售,200,天使轮,4,5,1,0.335,218,0.082,4.05,3.24,4.88,0.463,1.12,0.403,0.564,T1,820,779,249,13,383.25,21.0
752,247,全职,中级,后端开发,广州,25,29,0,15,3,1,零售,200,天使轮,4,5,1,0.335,218,0.082,4.05,3.24,4.88,0.463,1.12,0.403,0.564,T1,834,793,223,16,375.7,27.0
753,247,全职,高级,前端开发,广州,20,32,1,33,2,0,零售,200,天使轮,4,5,1,0.335,218,0.082,4.05,3.24,4.88,0.463,1.12,0.403,0.564,T1,787,730,217,16,373.84,26.0
754,248,全职,高级,后端开发,北京,16,25,0,36,1,1,咨询,3000,A轮,4,3,0,0.34,106,0.121,4.4,2.91,2.84,0.774,6.34,0.525,0.495,T1,805,766,236,27,380.59,20.5
755,249,全职,高级,算法工程师,新加坡,32,36,1,25,3,1,制造业,50,天使轮,4,4,1,0.419,298,0.183,3.82,4.19,3.84,0.205,6.58,0.371,0.386,T2,788,754,208,36,386.25,34.0
756,250,全职,高级,前端开发,广州,20,28,0,22,3,0,教育,50,A轮,2,3,1,0.2,237,0.178,4.12,2.6,2.96,0.52,6.87,0.502,0.361,T3,763,720,201,38,301.56,24.0
757,250,全职,初级,后端开发,深圳,36,49,1,56,2,1,教育,50,A轮,2,3,1,0.2,237,0.178,4.12,2.6,2.96,0.52,6.87,0.502,0.361,T3,809,770,244,41,313.56,42.5
758,250,全职,高级,数据分析,广州,21,35,1,32,2,1,教育,50,A轮,2,3,1,0.2,237,0.178,4.12,2.6,2.96,0.52,6.87,0.502,0.361,T3,797,759,239,38,312.28,28.0
759,250,全职,中级,前端开发,广州,25,29,0,27,2,0,教育,50,A轮,2,3,1,0.2,237,0.178,4.12,2.6,2.96,0.52,6.87,0.502,0.361,T3,802,760,224,47,308.27,27.0
760,251,全职,中级,后端开发,北京,30,40,0,47,2,1,教育,50,未融资,4,2,0,0.38,103,0.255,4.89,4.05,3.57,0.43,6.15,0.354,0.533,T1,765,721,229,65,386.14,35.0
761,251,全职,中级,算法工程师,上海,11,20,0,20,1,1,教育,50,未融资,4,2,0,0.38,103,0.255,4.89,4.05,3.57,0.43,6.15,0.354,0.533,T1,710,664,181,50,370.05,15.5
762,251,全职,初级,数据分析,广州,15,21,1,14,3,1,教育,50,未融资,4,2,0,0.38,103,0.255,4.89,4.05,3.57,0.43,6.15,0.354,0.533,T1,778,724,218,61,382.77,18.0
763,251,全职,中级,产品经理,北京,34,37,1,58,3,0,教育,50,未融资,4,2,0,0.38,103,0.255,4.89,4.05,3.57,0.43,6.15,0.354,0.533,T1,764,728,235,55,387.91,35.5
764,251,全职,高级,产品经理,上海,24,26,0,43,1,0,教育,50,未融资,4,2,0,0.38,103,0.255,4.89,4.05,3.57,0.43,6.15,0.354,0.533,T1,721,675,199,60,376.53,25.0
765,252,全职,中级,数据分析,深圳,26,30,1,20,2,1,制造业,1000,A轮,3,1,0,0.288,119,0.151,3.17,4.25,2.65,0.237,1.63,0.131,0.268,T2,747,706,196,26,339.55,28.0
766,253,全职,中级,算法工程师,杭州,23,37,0,34,2,1,教育,500,A轮,1,5,1,0.407,150,0.171,3.51,3.04,3.06,0.515,0.8,0.292,0.37,T3,818,770,234,35,336.27,30.0
767,253,全职,中级,数据分析,深圳,34,46,1,16,2,1,教育,500,A轮,1,5,1,0.407,150,0.171,3.51,3.04,3.06,0.515,0.8,0.292,0.37,T3,871,835,254,37,341.08,40.0
768,253,全职,高级,前端开发,北京,27,39,1,36,1,0,教育,500,A轮,1,5,1,0.407,150,0.171,3.51,3.04,3.06,0.515,0.8,0.292,0.37,T3,838,788,238,36,337.27,33.0
769,254,全职,中级,产品经理,上海,12,14,1,21,3,0,制造业,1000,B轮,4,5,0,0.496,106,0.053,4.56,2.6,3.41,0.378,4.27,0.322,0.378,T2,743,704,220,14,399.0,13.0
770,254,全职,高级,后端开发,广州,22,33,1,24,3,1,制造业,1000,B轮,4,5,0,0.496,106,0.053,4.56,2.6,3.41,0.378,4.27,0.322,0.378,T2,760,723,226,11,399.0,27.5
771,254,全职,中级,后端开发,广州,10,12,0,7,1,1,制造业,1000,B轮,4,5,0,0.496,106,0.053,4.56,2.6,3.41,0.378,4.27,0.322,0.378,T2,740,695,219,12,399.0,11.0
772,254,全职,中级,算法工程师,广州,15,26,1,32,1,1,制造业,1000,B轮,4,5,0,0.496,106,0.053,4.56,2.6,3.41,0.378,4.27,0.322,0.378,T2,727,688,210,10,398.45,20.5
773,254,全职,中级,运营,杭州,10,15,1,8,2,0,制造业,1000,B轮,4,5,0,0.496,106,0.053,4.56,2.6,3.41,0.378,4.27,0.322,0.378,T2,737,696,222,6,399.0,12.5
774,255,全职,中级,算法工程师,深圳,25,36,0,30,1,1,金融,500,A轮,1,1,1,0.14,187,0.152,3.2,3.41,3.6,0.446,6.43,0.171,0.258,T3,772,728,214,30,268.45,30.5
775,255,全职,初级,前端开发,深圳,11,17,0,37,1,0,金融,500,A轮,1,1,1,0.14,187,0.152,3.2,3.41,3.6,0.446,6.43,0.171,0.258,T3,703,636,156,21,249.92,14.0
776,255,全职,中级,产品经理,杭州,29,37,1,9,3,0,金融,500,A轮,1,1,1,0.14,187,0.152,3.2,3.41,3.6,0.446,6.43,0.171,0.258,T3,819,777,233,29,273.44,33.0
777,256,全职,初级,产品经理,上海,15,25,0,42,3,0,制造业,1000,A轮,2,1,0,0.498,217,0.212,3.15,2.75,4.94,0.694,1.65,0.151,0.42,T3,646,590,168,33,346.93,20.0
778,256,全职,中级,产品经理,广州,12,22,0,26,2,0,制造业,1000,A轮,2,1,0,0.498,217,0.212,3.15,2.75,4.94,0.694,1.65,0.151,0.42,T3,656,615,171,33,348.03,17.0
779,256,全职,中级,运营,广州,11,21,1,51,3,0,制造业,1000,A轮,2,1,0,0.498,217,0.212,3.15,2.75,4.94,0.694,1.65,0.151,0.42,T3,652,610,168,38,346.93,16.0
780,256,全职,高级,算法工程师,杭州,10,16,0,27,2,1,制造业,1000,A轮,2,1,0,0.498,217,0.212,3.15,2.75,4.94,0.694,1.65,0.151,0.42,T3,663,628,164,40,345.44,13.0
781,257,全职,高级,运营,上海,27,41,0,39,1,0,制造业,1000,上市公司,1,2,0,0.09,184,0.054,3.72,2.79,4.52,0.565,0.55,0.368,0.5,T3,687,569,146,10,225.0,34.0
782,258,全职,初级,后端开发,杭州,12,17,1,51,2,1,教育,3000,未融资,2,3,0,0.051,152,0.12,3.18,3.14,4.34,0.287,5.74,0.143,0.236,T3,728,695,204,21,237.5,14.5
783,258,全职,初级,算法工程师,上海,8,13,1,33,2,1,教育,3000,未融资,2,3,0,0.051,152,0.12,3.18,3.14,4.34,0.287,5.74,0.143,0.236,T3,722,689,221,23,237.5,10.5
784,258,全职,初级,后端开发,深圳,9,11,0,30,3,1,教育,3000,未融资,2,3,0,0.051,152,0.12,3.18,3.14,4.34,0.287,5.74,0.143,0.236,T3,699,663,208,22,237.5,10.0
785,258,全职,高级,产品经理,深圳,32,46,1,16,3,0,教育,3000,未融资,2,3,0,0.051,152,0.12,3.18,3.14,4.34,0.287,5.74,0.143,0.236,T3,742,707,200,19,237.5,39.0
786,259,全职,中级,产品经理,杭州,11,24,1,37,1,0,教育,200,B轮,3,5,1,0.07,215,0.102,4.17,3.24,3.84,0.873,1.0,0.251,0.587,T2,778,739,210,26,251.93,17.5
787,260,全职,初级,前端开发,杭州,39,50,1,59,3,0,互联网,1000,上市公司,2,2,1,0.204,134,0.06,3.45,3.82,4.6,0.645,3.19,0.472,0.574,T2,893,849,253,16,317.03,44.5
788,260,全职,高级,产品经理,深圳,17,28,1,34,1,0,互联网,1000,上市公司,2,2,1,0.204,134,0.06,3.45,3.82,4.6,0.645,3.19,0.472,0.574,T2,793,760,238,18,313.24,22.5
789,260,全职,高级,算法工程师,上海,35,40,0,23,3,1,互联网,1000,上市公司,2,2,1,0.204,134,0.06,3.45,3.82,4.6,0.645,3.19,0.472,0.574,T2,837,793,245,14,315.04,37.5
790,260,全职,中级,前端开发,北京,20,25,0,52,1,0,互联网,1000,上市公司,2,2,1,0.204,134,0.06,3.45,3.82,4.6,0.645,3.19,0.472,0.574,T2,743,717,218,13,307.81,22.5
791,261,全职,高级,前端开发,深圳,9,20,0,26,1,0,互联网,3000,C轮及以上,2,3,0,0.335,110,0.17,4.79,4.2,3.35,0.736,4.91,0.582,0.697,T2,723,683,184,39,328.02,14.5
792,261,全职,初级,数据分析,北京,36,39,1,49,2,1,互联网,3000,C轮及以上,2,3,0,0.335,110,0.17,4.79,4.2,3.35,0.736,4.91,0.582,0.697,T2,751,722,227,40,341.02,37.5
793,261,全职,中级,算法工程师,北京,36,39,0,27,1,1,互联网,3000,C轮及以上,2,3,0,0.335,110,0.17,4.79,4.2,3.35,0.736,4.91,0.582,0.697,T2,780,746,197,37,332.25,37.5
794,262,全职,高级,后端开发,广州,11,22,1,39,2,1,金融,100,未融资,5,2,0,0.081,261,0.095,4.57,3.98,4.27,0.255,2.04,0.459,0.582,T1,729,694,218,14,290.24,16.5
795,263,全职,高级,后端开发,上海,30,33,1,57,1,1,互联网,200,未融资,4,5,1,0.053,52,0.236,4.4,2.87,4.98,0.233,1.05,0.596,0.568,T1,793,750,250,59,262.5,31.5
796,264,全职,高级,运营,杭州,14,28,1,55,2,0,制造业,1000,C轮及以上,4,1,0,0.472,177,0.262,4.23,2.93,3.29,0.214,5.51,0.449,0.336,T2,718,674,183,52,385.64,21.0
797,264,全职,高级,前端开发,上海,20,22,0,46,3,0,制造业,1000,C轮及以上,4,1,0,0.472,177,0.262,4.23,2.93,3.29,0.214,5.51,0.449,0.336,T2,738,705,200,52,391.71,21.0
798,264,全职,初级,算法工程师,杭州,19,26,1,40,1,1,制造业,1000,C轮及以上,4,1,0,0.472,177,0.262,4.23,2.93,3.29,0.214,5.51,0.449,0.336,T2,765,740,206,49,393.74,22.5
799,264,全职,中级,后端开发,杭州,17,20,0,30,3,1,制造业,1000,C轮及以上,4,1,0,0.472,177,0.262,4.23,2.93,3.29,0.214,5.51,0.449,0.336,T2,807,766,238,57,399.0,18.5
800,265,全职,高级,算法工程师,杭州,17,19,0,31,1,1,教育,50,A轮,3,1,0,0.42,228,0.186,4.73,4.7,4.19,0.332,4.6,0.247,0.57,T2,730,703,183,47,359.66,18.0
801,265,全职,中级,后端开发,北京,33,47,0,54,3,1,教育,50,A轮,3,1,0,0.42,228,0.186,4.73,4.7,4.19,0.332,4.6,0.247,0.57,T2,740,698,208,42,368.01,40.0
802,266,全职,中级,产品经理,杭州,38,47,0,27,1,0,互联网,100,上市公司,3,3,0,0.414,135,0.295,3.45,3.9,4.61,0.49,6.93,0.436,0.468,T2,753,707,214,62,368.93,42.5
803,267,全职,初级,后端开发,广州,33,38,0,48,3,1,互联网,100,天使轮,4,4,0,0.448,96,0.163,4.75,4.67,4.79,0.855,2.74,0.451,0.845,T1,736,687,209,31,391.16,35.5
804,268,全职,高级,前端开发,广州,22,33,0,23,3,0,金融,3000,B轮,5,3,1,0.365,245,0.178,4.58,3.43,4.29,0.52,0.9,0.286,0.581,T1,813,774,235,40,403.5,27.5
805,269,全职,中级,后端开发,北京,10,24,1,58,2,1,零售,100,天使轮,4,4,0,0.097,269,0.297,4.5,4.04,3.21,0.403,5.27,0.109,0.403,T2,699,668,203,65,284.5,17.0
806,269,全职,高级,运营,广州,35,46,1,37,1,0,零售,100,天使轮,4,4,0,0.097,269,0.297,4.5,4.04,3.21,0.403,5.27,0.109,0.403,T2,726,678,195,52,281.75,40.5
807,269,全职,中级,后端开发,广州,22,36,1,30,1,1,零售,100,天使轮,4,4,0,0.097,269,0.297,4.5,4.04,3.21,0.403,5.27,0.109,0.403,T2,740,697,212,56,287.46,29.0
808,269,全职,初级,产品经理,北京,29,35,1,10,3,0,零售,100,天使轮,4,4,0,0.097,269,0.297,4.5,4.04,3.21,0.403,5.27,0.109,0.403,T2,787,752,226,74,291.84,32.0
809,270,全职,初级,数据分析,新加坡,37,46,0,40,3,1,金融,200,C轮及以上,5,2,0,0.23,125,0.108,4.12,3.81,3.32,0.593,3.89,0.452,0.532,T1,809,768,232,24,369.47,41.5
